"","x"
"2479",14
"2480",0
"2481",8
"2482",24
"2483",34
"2484",20
"2485",46
"2486",23
"2487",36
"2488",86
"2489",41
"2490",37
"2491",22
"2492",32
"2493",51
"2494",29
"2495",22
"2496",28
"2497",78
"2498",14
"2499",32
"2500",0
"2501",36
"2502",16
"2503",23
"2504",28
"2505",32
"2506",26
"2507",32
"2508",7
"2509",16
"2510",43
"2511",31
"2512",25
"2513",10
"2514",18
"2515",27
"2516",10
"2517",16
"2518",15
"2519",35
"2520",19
"2521",26
"2522",11
"2523",44
"2524",38
"2525",20
"2526",40
"2527",15
"2528",0
"2529",84
"2530",43
"2531",12
"2532",28
"2533",49
"2534",64
"2535",12
"2536",25
"2537",20
"2538",0
"2539",27
"2540",22
"2541",16
"2542",8
"2543",75
"2544",39
"2545",14
"2546",8
"2547",51
"2548",11
"2549",7
"2550",22
"2551",17
"2552",25
"2553",12
"2554",24
"2555",16
"2556",98
"2557",14
"2558",0
"2559",153
"2560",0
"2561",35
"2562",85
"2563",26
"2564",69
"2565",20
"2566",22
"2567",0
"2568",77
"2569",16
"2570",42
"2571",55
"2572",56
"2573",20
"2574",0
"2575",0
"2576",48
"2577",19
"2578",9
"2579",16
"2580",0
"2581",17
"2582",13
"2583",19
"2584",7
"2585",80
"2586",51
"2587",43
"2588",15
"2589",17
"2590",80
"2591",0
"2592",38
"2593",24
"2594",14
"2595",37
"2596",43
"2597",26
"2598",11
"2599",36
"2600",50
"2601",40
"2602",42
"2603",8
"2604",11
"2605",14
"2606",7
"2607",24
"2608",79
"2609",37
"2610",16
"2611",38
"2612",17
"2613",7
"2614",42
"2615",5
"2616",3
"2617",30
"2618",20
"2619",34
"2620",42
"2621",22
"2622",11
"2623",18
"2624",28
"2625",27
"2626",17
"2627",11
"2628",9
"2629",25
"2630",4
"2631",27
"2632",29
"2633",27
"2634",14
"2635",70
"2636",77
"2637",10
"2638",48
"2639",16
"2640",35
"2641",17
"2642",31
"2643",21
"2644",19
"2645",28
"2646",11
"2647",11
"2648",9
"2649",36
"2650",16
"2651",82
"2652",25
"2653",26
"2654",29
"2655",31
"2656",110
"2657",56
"2658",16
"2659",42
"2660",36
"2661",19
"2662",26
"2663",13
"2664",57
"2665",62
"2666",24
"2667",23
"2668",12
"2669",33
"2670",20
"2671",34
"2672",8
"2673",15
"2674",12
"2675",9
"2676",25
"2677",3
"2678",13
"2679",29
"2680",54
"2681",14
"2682",13
"2683",19
"2684",35
"2685",34
"2686",90
"2687",23
"2688",27
"2689",20
"2690",0
"2691",47
"2692",28
"2693",11
"2694",0
"2695",37
"2696",125
"2697",26
"2698",14
"2699",19
"2700",12
"2701",19
"2702",10
"2703",35
"2704",13
"2705",13
"2706",15
"2707",19
"2708",22
"2709",25
"2710",33
"2711",0
"2712",35
"2713",18
"2714",0
"2715",7
"2716",48
"2717",25
"2718",9
"2719",13
"2720",10
"2721",102
"2722",109
"2723",27
"2724",0
"2725",90
"2726",9
"2727",73
"2728",145
"2729",0
"2730",29
"2731",0
"2732",31
"2733",24
"2734",12
"2735",10
"2736",28
"2737",48
"2738",3
"2739",16
"2740",43
"2741",16
"2742",69
"2743",18
"2744",13
"2745",0
"2746",3
"2747",18
"2748",80
"2749",29
"2750",17
"2751",8
"2752",12
"2753",43
"2754",31
"2755",18
"2756",75
"2757",34
"2758",29
"2759",56
"2760",0
"2761",15
"2762",47
"2763",72
"2764",98
"2765",39
"2766",21
"2767",24
"2768",31
"2769",20
"2770",21
"2771",105
"2772",58
"2773",93
"2774",18
"2775",20
"2776",28
"2777",35
"2778",19
"2779",27
"2780",34
"2781",15
"2782",16
"2783",0
"2784",18
"2785",19
"2786",13
"2787",12
"2788",9
"2789",12
"2790",37
"2791",65
"2792",61
"2793",69
"2794",0
"2795",29
"2796",61
"2797",50
"2798",32
"2799",28
"2800",16
"2801",34
"2802",13
"2803",24
"2804",33
"2805",47
"2806",34
"2807",23
"2808",29
"2809",10
"2810",32
"2811",18
"2812",10
"2813",25
"2814",21
"2815",10
"2816",29
"2817",9
"2818",21
"2819",12
"2820",47
"2821",9
"2822",17
"2823",12
"2824",36
"2825",20
"2826",24
"2827",56
"2828",40
"2829",0
"2830",48
"2831",24
"2832",20
"2833",19
"2834",21
"2835",6
"2836",38
"2837",2
"2838",11
"2839",9
"2840",4
"2841",11
"2842",67
"2843",17
"2844",13
"2845",3
"2846",21
"2847",51
"2848",29
"2849",20
"2850",26
"2851",15
"2852",57
"2853",30
"2854",36
"2855",29
"2856",23
"2857",53
"2858",54
"2859",9
"2860",65
"2861",32
"2862",61
"2863",17
"2864",24
"2865",25
"2866",15
"2867",15
"2868",12
"2869",23
"2870",81
"2871",15
"2872",12
"2873",27
"2874",22
"2875",33
"2876",25
"2877",34
"2878",32
"2879",22
"2880",27
"2881",15
"2882",51
"2883",11
"2884",99
"2885",73
"2886",67
"2887",22
"2888",306
"2889",25
"2890",16
"2891",46
"2892",14
"2893",76
"2894",42
"2895",42
"2896",9
"2897",24
"2898",6
"2899",38
"2900",23
"2901",18
"2902",19
"2903",13
"2904",26
"2905",0
"2906",29
"2907",33
"2908",87
"2909",10
"2910",15
"2911",17
"2912",41
"2913",9
"2914",19
"2915",13
"2916",34
"2917",15
"2918",29
"2919",16
"2920",40
"2921",32
"2922",25
"2923",9
"2924",17
"2925",32
"2926",13
"2927",22
"2928",14
"2929",25
"2930",38
"2931",23
"2932",29
"2933",18
"2934",45
"2935",8
"2936",9
"2937",91
"2938",17
"2939",57
"2940",16
"2941",35
"2942",14
"2943",12
"2944",13
"2945",18
"2946",37
"2947",39
"2948",5
"2949",31
"2950",21
"2951",16
"2952",18
"2953",13
"2954",9
"2955",20
"2956",15
"2957",20
"2958",13
"2959",68
"2960",107
"2961",16
"2962",15
"2963",39
"2964",68
"2965",22
"2966",16
"2967",21
"2968",22
"2969",10
"2970",117
"2971",107
"2972",20
"2973",13
"2974",27
"2975",32
"2976",19
"2977",25
"2978",16
"2979",58
"2980",13
"2981",26
"2982",5
"2983",0
"2984",0
"2985",33
"2986",8
"2987",48
"2988",14
"2989",20
"2990",15
"2991",52
"2992",44
"2993",35
"2994",13
"2995",38
"2996",82
"2997",33
"2998",15
"2999",11
"3000",8
"3001",18
"3002",26
"3003",43
"3004",11
"3005",12
"3006",11
"3007",38
"3008",20
"3009",18
"3010",27
"3011",18
"3012",38
"3013",111
"3014",9
"3015",14
"3016",36
"3017",13
"3018",0
"3019",23
"3020",23
"3021",31
"3022",35
"3023",23
"3024",36
"3025",30
"3026",18
"3027",0
"3028",12
"3029",18
"3030",27
"3031",175
"3032",27
"3033",8
"3034",38
"3035",19
"3036",14
"3037",12
"3038",26
"3039",24
"3040",10
"3041",32
"3042",20
"3043",0
"3044",26
"3045",38
"3046",37
"3047",7
"3048",27
"3049",15
"3050",18
"3051",3
"3052",6
"3053",28
"3054",18
"3055",69
"3056",9
"3057",38
"3058",24
"3059",54
"3060",14
"3061",22
"3062",13
"3063",47
"3064",19
"3065",16
"3066",63
"3067",8
"3068",24
"3069",1
"3070",19
"3071",18
"3072",33
"3073",0
"3074",38
"3075",13
"3076",38
"3077",5
"3078",29
"3079",5
"3080",15
"3081",15
"3082",69
"3083",9
"3084",40
"3085",18
"3086",23
"3087",13
"3088",11
"3089",35
"3090",58
"3091",27
"3092",146
"3093",12
"3094",23
"3095",21
"3096",19
"3097",104
"3098",11
"3099",17
"3100",18
"3101",21
"3102",11
"3103",12
"3104",31
"3105",84
"3106",20
"3107",11
"3108",0
"3109",57
"3110",33
"3111",13
"3112",17
"3113",14
"3114",10
"3115",18
"3116",26
"3117",43
"3118",14
"3119",25
"3120",22
"3121",15
"3122",45
"3123",17
"3124",9
"3125",13
"3126",12
"3127",10
"3128",31
"3129",23
"3130",17
"3131",38
"3132",9
"3133",37
"3134",38
"3135",16
"3136",17
"3137",30
"3138",35
"3139",12
"3140",53
"3141",27
"3142",7
"3143",32
"3144",55
"3145",21
"3146",7
"3147",40
"3148",7
"3149",26
"3150",11
"3151",13
"3152",25
"3153",25
"3154",38
"3155",32
"3156",17
"3157",102
"3158",11
"3159",20
"3160",13
"3161",58
"3162",12
"3163",26
"3164",15
"3165",13
"3166",17
"3167",67
"3168",15
"3169",20
"3170",25
"3171",18
"3172",27
"3173",30
"3174",15
"3175",15
"3176",16
"3177",38
"3178",43
"3179",13
"3180",14
"3181",16
"3182",28
"3183",12
"3184",37
"3185",20
"3186",80
"3187",12
"3188",8
"3189",12
"3190",18
"3191",28
"3192",14
"3193",12
"3194",34
"3195",25
"3196",5
"3197",20
"3198",11
"3199",10
"3200",13
"3201",4
"3202",28
"3203",16
"3204",19
"3205",7
"3206",15
"3207",9
"3208",41
"3209",16
"3210",14
"3211",59
"3212",6
"3213",9
"3214",24
"3215",58
"3216",11
"3217",33
"3218",50
"3219",22
"3220",29
"3221",16
"3222",16
"3223",8
"3224",11
"3225",9
"3226",24
"3227",12
"3228",23
"3229",51
"3230",51
"3231",17
"3232",18
"3233",34
"3234",47
"3235",18
"3236",147
"3237",21
"3238",22
"3239",5
"3240",48
"3241",48
"3242",72
"3243",10
"3244",8
"3245",16
"3246",73
"3247",16
"3248",17
"3249",7
"3250",26
"3251",15
"3252",14
"3253",9
"3254",12
"3255",12
"3256",45
"3257",35
"3258",6
"3259",10
"3260",19
"3261",10
"3262",14
"3263",103
"3264",7
"3265",89
"3266",17
"3267",30
"3268",10
"3269",19
"3270",0
"3271",60
"3272",15
"3273",24
"3274",46
"3275",25
"3276",13
"3277",0
"3278",24
"3279",33
"3280",28
"3281",26
"3282",12
"3283",10
"3284",11
"3285",14
"3286",5
"3287",12
"3288",18
"3289",18
"3290",28
"3291",14
"3292",27
"3293",13
"3294",0
"3295",24
"3296",36
"3297",48
"3298",27
"3299",40
"3300",37
"3301",0
"3302",37
"3303",51
"3304",117
"3305",16
"3306",50
"3307",57
"3308",28
"3309",29
"3310",0
"3311",28
"3312",11
"3313",20
"3314",18
"3315",17
"3316",45
"3317",45
"3318",16
"3319",20
"3320",38
"3321",15
"3322",12
"3323",30
"3324",28
"3325",27
"3326",48
"3327",37
"3328",22
"3329",27
"3330",24
"3331",21
"3332",7
"3333",24
"3334",37
"3335",12
"3336",37
"3337",18
"3338",30
"3339",23
"3340",21
"3341",76
"3342",25
"3343",93
"3344",21
"3345",21
"3346",8
"3347",19
"3348",15
"3349",16
"3350",10
"3351",30
"3352",27
"3353",27
"3354",9
"3355",27
"3356",24
"3357",22
"3358",24
"3359",16
"3360",37
"3361",38
"3362",35
"3363",15
"3364",45
"3365",15
"3366",13
"3367",19
"3368",28
"3369",31
"3370",22
"3371",51
"3372",55
"3373",22
"3374",23
"3375",33
"3376",19
"3377",24
"3378",59
"3379",35
"3380",10
"3381",22
"3382",16
"3383",26
"3384",45
"3385",26
"3386",36
"3387",40
"3388",21
"3389",25
"3390",17
"3391",41
"3392",26
"3393",30
"3394",15
"3395",43
"3396",66
"3397",36
"3398",65
"3399",71
"3400",21
"3401",44
"3402",22
"3403",36
"3404",30
"3405",38
"3406",31
"3407",11
"3408",22
"3409",16
"3410",34
"3411",14
"3412",21
"3413",0
"3414",27
"3415",23
"3416",18
"3417",59
"3418",65
"3419",14
"3420",26
"3421",30
"3422",21
"3423",11
"3424",21
"3425",29
"3426",7
"3427",6
"3428",32
"3429",0
"3430",47
"3431",41
"3432",34
"3433",28
"3434",14
"3435",37
"3436",17
"3437",29
"3438",11
"3439",36
"3440",59
"3441",6
"3442",68
"3443",33
"3444",13
"3445",18
"3446",33
"3447",52
"3448",42
"3449",33
"3450",23
"3451",18
"3452",13
"3453",18
"3454",5
"3455",78
"3456",28
"3457",47
"3458",23
"3459",18
"3460",19
"3461",18
"3462",13
"3463",21
"3464",52
"3465",39
"3466",50
"3467",46
"3468",14
"3469",9
"3470",16
"3471",11
"3472",17
"3473",15
"3474",19
"3475",76
"3476",36
"3477",26
"3478",11
"3479",25
"3480",23
"3481",36
"3482",42
"3483",0
"3484",28
"3485",23
"3486",39
"3487",65
"3488",10
"3489",18
"3490",34
"3491",6
"3492",14
"3493",46
"3494",22
"3495",20
"3496",62
"3497",24
"3498",28
"3499",36
"3500",33
"3501",26
"3502",17
"3503",64
"3504",24
"3505",19
"3506",7
"3507",26
"3508",22
"3509",34
"3510",37
"3511",34
"3512",5
"3513",26
"3514",24
"3515",25
"3516",19
"3517",31
"3518",13
"3519",15
"3520",16
"3521",30
"3522",9
"3523",0
"3524",12
"3525",21
"3526",11
"3527",0
"3528",11
"3529",30
"3530",28
"3531",3
"3532",11
"3533",17
"3534",30
"3535",16
"3536",7
"3537",0
"3538",23
"3539",40
"3540",29
"3541",69
"3542",17
"3543",75
"3544",26
"3545",26
"3546",37
"3547",17
"3548",31
"3549",21
"3550",22
"3551",15
"3552",8
"3553",15
"3554",13
"3555",46
"3556",18
"3557",26
"3558",13
"3559",24
"3560",12
"3561",57
"3562",22
"3563",42
"3564",41
"3565",39
"3566",15
"3567",38
"3568",39
"3569",35
"3570",32
"3571",25
"3572",62
"3573",28
"3574",43
"3575",22
"3576",49
"3577",24
"3578",7
"3579",14
"3580",0
"3581",17
"3582",15
"3583",39
"3584",22
"3585",85
"3586",16
"3587",18
"3588",36
"3589",111
"3590",14
"3591",14
"3592",43
"3593",10
"3594",23
"3595",19
"3596",23
"3597",26
"3598",132
"3599",8
"3600",9
"3601",28
"3602",31
"3603",19
"3604",58
"3605",18
"3606",58
"3607",16
"3608",30
"3609",18
"3610",29
"3611",49
"3612",19
"3613",9
"3614",21
"3615",45
"3616",6
"3617",17
"3618",11
"3619",47
"3620",15
"3621",86
"3622",15
"3623",16
"3624",54
"3625",32
"3626",27
"3627",42
"3628",12
"3629",20
"3630",46
"3631",14
"3632",15
"3633",23
"3634",33
"3635",11
"3636",11
"3637",35
"3638",70
"3639",21
"3640",35
"3641",28
"3642",18
"3643",10
"3644",46
"3645",45
"3646",54
"3647",21
"3648",117
"3649",19
"3650",43
"3651",44
"3652",21
"3653",17
"3654",14
"3655",21
"3656",5
"3657",11
"3658",36
"3659",22
"3660",12
"3661",6
"3662",53
"3663",23
"3664",16
"3665",18
"3666",37
"3667",36
"3668",19
"3669",26
"3670",14
"3671",36
"3672",11
"3673",8
"3674",27
"3675",29
"3676",56
"3677",32
"3678",97
"3679",39
"3680",38
"3681",13
"3682",103
"3683",17
"3684",35
"3685",31
"3686",46
"3687",19
"3688",24
"3689",21
"3690",60
"3691",49
"3692",13
"3693",12
"3694",17
"3695",61
"3696",20
"3697",87
"3698",85
"3699",16
"3700",39
"3701",11
"3702",29
"3703",31
"3704",42
"3705",40
"3706",8
"3707",0
"3708",55
"3709",110
"3710",25
"3711",0
"3712",7
"3713",26
"3714",55
"3715",36
"3716",21
"3717",38
"3718",36
"3719",12
"3720",40
"3721",53
"3722",32
"3723",19
"3724",36
"3725",15
"3726",45
"3727",15
"3728",9
"3729",11
"3730",27
"3731",17
"3732",21
"3733",26
"3734",41
"3735",46
"3736",44
"3737",28
"3738",97
"3739",0
"3740",35
"3741",0
"3742",11
"3743",11
"3744",8
"3745",9
"3746",41
"3747",7
"3748",11
"3749",12
"3750",26
"3751",4
"3752",16
"3753",24
"3754",78
"3755",17
"3756",8
"3757",5
"3758",25
"3759",7
"3760",44
"3761",2
"3762",34
"3763",18
"3764",15
"3765",34
"3766",9
"3767",10
"3768",11
"3769",22
"3770",11
"3771",19
"3772",41
"3773",26
"3774",21
"3775",22
"3776",39
"3777",5
"3778",57
"3779",11
"3780",18
"3781",155
"3782",29
"3783",41
"3784",29
"3785",33
"3786",15
"3787",38
"3788",7
"3789",6
"3790",19
"3791",30
"3792",33
"3793",41
"3794",26
"3795",30
"3796",35
"3797",17
"3798",17
"3799",10
"3800",55
"3801",16
"3802",69
"3803",20
"3804",24
"3805",74
"3806",4
"3807",13
"3808",20
"3809",28
"3810",31
"3811",28
"3812",45
"3813",13
"3814",34
"3815",31
"3816",28
"3817",14
"3818",0
"3819",10
"3820",14
"3821",15
"3822",18
"3823",9
"3824",23
"3825",5
"3826",40
"3827",23
"3828",12
"3829",14
"3830",78
"3831",6
"3832",21
"3833",26
"3834",26
"3835",31
"3836",6
"3837",8
"3838",19
"3839",47
"3840",25
"3841",60
"3842",5
"3843",15
"3844",16
"3845",9
"3846",22
"3847",9
"3848",24
"3849",45
"3850",30
"3851",14
"3852",29
"3853",16
"3854",17
"3855",27
"3856",13
"3857",33
"3858",19
"3859",33
"3860",21
"3861",26
"3862",24
"3863",12
"3864",48
"3865",10
"3866",28
"3867",11
"3868",10
"3869",9
"3870",4
"3871",17
"3872",15
"3873",7
"3874",15
"3875",0
"3876",49
"3877",14
"3878",11
"3879",12
"3880",6
"3881",0
"3882",0
"3883",13
"3884",10
"3885",17
"3886",44
"3887",5
"3888",46
"3889",53
"3890",0
"3891",23
"3892",55
"3893",14
"3894",217
"3895",14
"3896",34
"3897",7
"3898",17
"3899",78
"3900",37
"3901",16
"3902",43
"3903",15
"3904",31
"3905",7
"3906",12
"3907",28
"3908",24
"3909",9
"3910",42
"3911",27
"3912",32
"3913",17
"3914",63
"3915",63
"3916",0
"3917",15
"3918",49
"3919",0
"3920",10
"3921",37
"3922",24
"3923",6
"3924",0
"3925",0
"3926",27
"3927",18
"3928",9
"3929",22
"3930",16
"3931",20
"3932",67
"3933",9
"3934",0
"3935",20
"3936",14
"3937",22
"3938",17
"3939",10
"3940",12
"3941",30
"3942",0
"3943",32
"3944",38
"3945",84
"3946",16
"3947",25
"3948",0
"3949",13
"3950",13
"3951",18
"3952",56
"3953",16
"3954",10
"3955",36
"3956",27
"3957",12
"3958",38
"3959",12
"3960",30
"3961",17
"3962",10
"3963",36
"3964",6
"3965",15
"3966",37
"3967",21
"3968",0
"3969",20
"3970",8
"3971",11
"3972",17
"3973",9
"3974",38
"3975",32
"3976",15
"3977",13
"3978",14
"3979",0
"3980",17
"3981",30
"3982",8
"3983",0
"3984",6
"3985",8
"3986",20
"3987",19
"3988",15
"3989",13
"3990",26
"3991",5
"3992",16
"3993",16
"3994",15
"3995",17
"3996",12
"3997",15
"3998",17
"3999",25
"4000",32
"4001",7
"4002",9
"4003",18
"4004",0
"4005",10
"4006",20
"4007",40
"4008",4
"4009",30
"4010",13
"4011",50
"4012",38
"4013",15
"4014",16
"4015",19
"4016",20
"4017",15
"4018",9
"4019",26
"4020",51
"4021",27
"4022",22
"4023",0
"4024",36
"4025",64
"4026",6
"4027",17
"4028",27
"4029",9
"4030",0
"4031",23
"4032",0
"4033",34
"4034",18
"4035",20
"4036",41
"4037",29
"4038",36
"4039",26
"4040",9
"4041",12
"4042",20
"4043",26
"4044",25
"4045",33
"4046",18
"4047",18
"4048",6
"4049",33
"4050",21
"4051",38
"4052",1
"4053",7
"4054",28
"4055",22
"4056",19
"4057",72
"4058",93
"4059",48
"4060",0
"4061",0
"4062",23
"4063",16
"4064",24
"4065",34
"4066",52
"4067",33
"4068",1
"4069",56
"4070",82
"4071",0
"4072",19
"4073",23
"4074",17
"4075",31
"4076",26
"4077",23
"4078",55
"4079",19
"4080",14
"4081",36
"4082",30
"4083",43
"4084",30
"4085",0
"4086",18
"4087",39
"4088",8
"4089",38
"4090",36
"4091",6
"4092",35
"4093",12
"4094",13
"4095",14
"4096",41
"4097",29
"4098",20
"4099",14
"4100",55
"4101",34
"4102",29
"4103",12
"4104",28
"4105",24
"4106",32
"4107",20
"4108",34
"4109",47
"4110",30
"4111",73
"4112",45
"4113",21
"4114",6
"4115",24
"4116",11
"4117",165
"4118",52
"4119",37
"4120",20
"4121",19
"4122",24
"4123",24
"4124",16
"4125",17
"4126",5
"4127",23
"4128",18
"4129",19
"4130",30
"4131",32
"4132",15
"4133",28
"4134",15
"4135",31
"4136",23
"4137",30
"4138",16
"4139",28
"4140",34
"4141",34
"4142",38
"4143",49
"4144",28
"4145",79
"4146",29
"4147",19
"4148",22
"4149",18
"4150",20
"4151",52
"4152",26
"4153",31
"4154",0
"4155",11
"4156",43
"4157",49
"4158",49
"4159",45
"4160",28
"4161",30
"4162",29
"4163",50
"4164",13
"4165",45
"4166",9
"4167",20
"4168",5
"4169",43
"4170",10
"4171",50
"4172",13
"4173",22
"4174",23
"4175",26
"4176",22
"4177",17
"4178",16
"4179",27
"4180",51
"4181",22
"4182",10
"4183",6
"4184",33
"4185",12
"4186",23
"4187",40
"4188",11
"4189",7
"4190",17
"4191",35
"4192",10
"4193",2
"4194",7
"4195",28
"4196",0
"4197",37
"4198",24
"4199",6
"4200",91
"4201",0
"4202",66
"4203",25
"4204",41
"4205",19
"4206",21
"4207",42
"4208",42
"4209",0
"4210",28
"4211",25
"4212",86
"4213",17
"4214",38
"4215",16
"4216",22
"4217",56
"4218",11
"4219",60
"4220",40
"4221",137
"4222",60
"4223",13
"4224",18
"4225",36
"4226",48
"4227",15
"4228",26
"4229",26
"4230",9
"4231",48
"4232",34
"4233",83
"4234",11
"4235",17
"4236",12
"4237",65
"4238",13
"4239",30
"4240",17
"4241",17
"4242",17
"4243",13
"4244",73
"4245",10
"4246",40
"4247",15
"4248",45
"4249",15
"4250",12
"4251",17
"4252",0
"4253",5
"4254",31
"4255",119
"4256",33
"4257",29
"4258",7
"4259",27
"4260",18
"4261",31
"4262",15
"4263",39
"4264",5
"4265",16
"4266",0
"4267",44
"4268",234
"4269",42
"4270",18
"4271",32
"4272",32
"4273",11
"4274",32
"4275",3
"4276",37
"4277",40
"4278",33
"4279",68
"4280",31
"4281",60
"4282",19
"4283",0
"4284",9
"4285",19
"4286",14
"4287",23
"4288",37
"4289",85
"4290",11
"4291",17
"4292",29
"4293",13
"4294",36
"4295",73
"4296",2
"4297",0
"4298",48
"4299",15
"4300",24
"4301",7
"4302",13
"4303",36
"4304",33
"4305",0
"4306",27
"4307",13
"4308",34
"4309",19
"4310",20
"4311",23
"4312",104
"4313",26
"4314",83
"4315",16
"4316",21
"4317",19
"4318",20
"4319",12
"4320",37
"4321",23
"4322",10
"4323",30
"4324",18
"4325",44
"4326",55
"4327",0
"4328",24
"4329",10
"4330",20
"4331",0
"4332",9
"4333",42
"4334",17
"4335",45
"4336",173
"4337",8
"4338",6
"4339",12
"4340",8
"4341",7
"4342",29
"4343",40
"4344",24
"4345",22
"4346",17
"4347",18
"4348",37
"4349",9
"4350",11
"4351",33
"4352",19
"4353",0
"4354",21
"4355",26
"4356",21
"4357",26
"4358",3
"4359",0
"4360",22
"4361",28
"4362",5
"4363",74
"4364",20
"4365",21
"4366",0
"4367",65
"4368",15
"4369",47
"4370",16
"4371",13
"4372",24
"4373",14
"4374",0
"4375",17
"4376",28
"4377",20
"4378",0
"4379",27
"4380",24
"4381",24
"4382",0
"4383",20
"4384",13
"4385",0
"4386",25
"4387",19
"4388",34
"4389",34
"4390",25
"4391",27
"4392",35
"4393",40
"4394",21
"4395",0
"4396",35
"4397",12
"4398",57
"4399",10
"4400",10
"4401",33
"4402",66
"4403",13
"4404",0
"4405",16
"4406",120
"4407",62
"4408",29
"4409",14
"4410",22
"4411",0
"4412",32
"4413",13
"4414",14
"4415",13
"4416",9
"4417",41
"4418",46
"4419",16
"4420",18
"4421",0
"4422",0
"4423",11
"4424",16
"4425",25
"4426",0
"4427",33
"4428",41
"4429",34
"4430",6
"4431",11
"4432",14
"4433",31
"4434",27
"4435",19
"4436",27
"4437",9
"4438",17
"4439",42
"4440",4
"4441",0
"4442",15
"4443",23
"4444",10
"4445",18
"4446",35
"4447",19
"4448",10
"4449",12
"4450",21
"4451",12
"4452",0
"4453",36
"4454",54
"4455",24
"4456",29
"4457",23
"4458",8
"4459",7
"4460",62
"4461",15
"4462",6
"4463",58
"4464",0
"4465",25
"4466",13
"4467",23
"4468",12
"4469",22
"4470",49
"4471",26
"4472",0
"4473",27
"4474",18
"4475",28
"4476",43
"4477",0
"4478",45
"4479",0
"4480",58
"4481",101
"4482",23
"4483",0
"4484",10
"4485",30
"4486",10
"4487",8
"4488",12
"4489",61
"4490",9
"4491",0
"4492",10
"4493",0
"4494",44
"4495",0
"4496",52
"4497",14
"4498",12
"4499",39
"4500",11
"4501",26
"4502",34
"4503",23
"4504",27
"4505",33
"4506",7
"4507",19
"4508",63
"4509",28
"4510",12
"4511",8
"4512",10
"4513",12
"4514",23
"4515",29
"4516",30
"4517",15
"4518",0
"4519",12
"4520",13
"4521",12
"4522",18
"4523",28
"4524",12
"4525",7
"4526",34
"4527",12
"4528",12
"4529",17
"4530",1
"4531",19
"4532",33
"4533",3
"4534",35
"4535",11
"4536",12
"4537",0
"4538",30
"4539",16
"4540",12
"4541",14
"4542",35
"4543",19
"4544",34
"4545",0
"4546",5
"4547",0
"4548",15
"4549",31
"4550",0
"4551",32
"4552",14
"4553",16
"4554",25
"4555",23
"4556",42
"4557",26
"4558",11
"4559",19
"4560",24
"4561",20
"4562",23
"4563",13
"4564",8
"4565",23
"4566",86
"4567",7
"4568",0
"4569",55
"4570",33
"4571",14
"4572",29
"4573",5
"4574",40
"4575",6
"4576",38
"4577",54
"4578",35
"4579",19
"4580",0
"4581",8
"4582",34
"4583",32
"4584",33
"4585",5
"4586",12
"4587",5
"4588",12
"4589",22
"4590",89
"4591",29
"4592",26
"4593",15
"4594",11
"4595",41
"4596",41
"4597",78
"4598",28
"4599",35
"4600",57
"4601",17
"4602",9
"4603",22
"4604",53
"4605",28
"4606",32
"4607",113
"4608",19
"4609",31
"4610",8
"4611",12
"4612",44
"4613",18
"4614",42
"4615",71
"4616",49
"4617",23
"4618",17
"4619",15
"4620",43
"4621",10
"4622",24
"4623",12
"4624",28
"4625",13
"4626",12
"4627",9
"4628",35
"4629",29
"4630",33
"4631",38
"4632",42
"4633",20
"4634",55
"4635",39
"4636",20
"4637",0
"4638",25
"4639",26
"4640",65
"4641",9
"4642",17
"4643",52
"4644",9
"4645",9
"4646",55
"4647",42
"4648",21
"4649",34
"4650",0
"4651",30
"4652",0
"4653",11
"4654",10
"4655",17
"4656",32
"4657",25
"4658",20
"4659",0
"4660",22
"4661",40
"4662",19
"4663",0
"4664",46
"4665",34
"4666",31
"4667",24
"4668",12
"4669",50
"4670",6
"4671",31
"4672",21
"4673",10
"4674",17
"4675",10
"4676",10
"4677",43
"4678",17
"4679",116
"4680",17
"4681",68
"4682",18
"4683",41
"4684",45
"4685",0
"4686",21
"4687",59
"4688",50
"4689",10
"4690",53
"4691",18
"4692",41
"4693",8
"4694",26
"4695",7
"4696",14
"4697",17
"4698",15
"4699",24
"4700",6
"4701",41
"4702",5
"4703",48
"4704",16
"4705",27
"4706",11
"4707",3
"4708",45
"4709",52
"4710",0
"4711",40
"4712",17
"4713",32
"4714",13
"4715",0
"4716",15
"4717",15
"4718",15
"4719",14
"4720",27
"4721",23
"4722",12
"4723",14
"4724",30
"4725",10
"4726",40
"4727",23
"4728",144
"4729",26
"4730",13
"4731",23
"4732",11
"4733",14
"4734",38
"4735",48
"4736",41
"4737",22
"4738",0
"4739",88
"4740",31
"4741",18
"4742",175
"4743",37
"4744",13
"4745",17
"4746",30
"4747",26
"4748",24
"4749",26
"4750",34
"4751",14
"4752",45
"4753",42
"4754",14
"4755",29
"4756",33
"4757",25
"4758",15
"4759",21
"4760",10
"4761",37
"4762",0
"4763",23
"4764",28
"4765",13
"4766",36
"4767",18
"4768",16
"4769",0
"4770",46
"4771",9
"4772",6
"4773",0
"4774",109
"4775",14
"4776",14
"4777",28
"4778",36
"4779",21
"4780",25
"4781",54
"4782",14
"4783",8
"4784",11
"4785",22
"4786",25
"4787",18
"4788",36
"4789",16
"4790",12
"4791",36
"4792",7
"4793",14
"4794",19
"4795",103
"4796",30
"4797",29
"4798",27
"4799",27
"4800",17
"4801",27
"4802",39
"4803",16
"4804",19
"4805",5
"4806",23
"4807",24
"4808",47
"4809",28
"4810",25
