"","x"
"2497",50
"2498",46
"2499",16
"2500",17
"2501",15
"2502",19
"2503",76
"2504",36
"2505",26
"2506",25
"2507",23
"2508",36
"2509",42
"2510",28
"2511",23
"2512",39
"2513",65
"2514",18
"2515",34
"2516",46
"2517",22
"2518",20
"2519",62
"2520",24
"2521",28
"2522",36
"2523",33
"2524",26
"2525",17
"2526",64
"2527",24
"2528",19
"2529",26
"2530",22
"2531",34
"2532",37
"2533",34
"2534",26
"2535",24
"2536",25
"2537",19
"2538",31
"2539",15
"2540",16
"2541",30
"2542",21
"2543",30
"2544",28
"2545",17
"2546",30
"2547",16
"2548",23
"2549",40
"2550",29
"2551",69
"2552",17
"2553",75
"2554",26
"2555",26
"2556",37
"2557",17
"2558",31
"2559",21
"2560",22
"2561",15
"2562",15
"2563",46
"2564",18
"2565",26
"2566",24
"2567",57
"2568",22
"2569",42
"2570",41
"2571",39
"2572",15
"2573",38
"2574",39
"2575",35
"2576",32
"2577",25
"2578",62
"2579",28
"2580",43
"2581",22
"2582",49
"2583",24
"2584",17
"2585",15
"2586",39
"2587",22
"2588",85
"2589",16
"2590",18
"2591",36
"2592",111
"2593",43
"2594",23
"2595",19
"2596",23
"2597",26
"2598",132
"2599",28
"2600",31
"2601",19
"2602",58
"2603",18
"2604",58
"2605",16
"2606",30
"2607",18
"2608",29
"2609",49
"2610",19
"2611",21
"2612",45
"2613",17
"2614",47
"2615",15
"2616",86
"2617",15
"2618",16
"2619",54
"2620",32
"2621",27
"2622",42
"2623",20
"2624",46
"2625",15
"2626",23
"2627",33
"2628",35
"2629",70
"2630",21
"2631",35
"2632",28
"2633",18
"2634",46
"2635",45
"2636",54
"2637",21
"2638",117
"2639",19
"2640",43
"2641",44
"2642",21
"2643",17
"2644",21
"2645",36
"2646",22
"2647",53
"2648",23
"2649",16
"2650",18
"2651",37
"2652",36
"2653",19
"2654",26
"2655",36
"2656",27
"2657",29
"2658",56
"2659",32
"2660",97
"2661",39
"2662",38
"2663",103
"2664",17
"2665",35
"2666",31
"2667",46
"2668",19
"2669",24
"2670",21
"2671",60
"2672",49
"2673",17
"2674",61
"2675",20
"2676",87
"2677",85
"2678",16
"2679",39
"2680",29
"2681",31
"2682",42
"2683",40
"2684",55
"2685",110
"2686",25
"2687",26
"2688",55
"2689",36
"2690",21
"2691",38
"2692",36
"2693",40
"2694",53
"2695",32
"2696",19
"2697",36
"2698",15
"2699",45
"2700",15
"2701",27
"2702",17
"2703",21
"2704",26
"2705",41
"2706",46
"2707",44
"2708",28
"2709",97
"2710",35
"2711",41
"2712",26
"2713",16
"2714",24
"2715",78
"2716",17
"2717",25
"2718",44
"2719",34
"2720",18
"2721",15
"2722",34
"2723",22
"2724",19
"2725",41
"2726",26
"2727",21
"2728",22
"2729",39
"2730",57
"2731",18
"2732",155
"2733",29
"2734",41
"2735",29
"2736",33
"2737",15
"2738",38
"2739",19
"2740",30
"2741",33
"2742",41
"2743",26
"2744",30
"2745",35
"2746",17
"2747",17
"2748",55
"2749",16
"2750",69
"2751",20
"2752",24
"2753",74
"2754",20
"2755",28
"2756",31
"2757",28
"2758",45
"2759",34
"2760",31
"2761",28
"2762",15
"2763",18
"2764",23
"2765",40
"2766",23
"2767",78
"2768",21
"2769",26
"2770",26
"2771",31
"2772",19
"2773",47
"2774",25
"2775",60
"2776",15
"2777",16
"2778",22
"2779",24
"2780",45
"2781",30
"2782",29
"2783",16
"2784",17
"2785",27
"2786",33
"2787",19
"2788",33
"2789",21
"2790",26
"2791",24
"2792",48
"2793",28
"2794",17
"2795",15
"2796",15
"2797",49
"2798",17
"2799",44
"2800",46
"2801",53
"2802",23
"2803",55
"2804",217
"2805",34
"2806",17
"2807",78
"2808",37
"2809",16
"2810",43
"2811",15
"2812",31
"2813",28
"2814",24
"2815",42
"2816",27
"2817",32
"2818",17
"2819",63
"2820",63
"2821",15
"2822",49
"2823",37
"2824",24
"2825",27
"2826",18
"2827",22
"2828",16
"2829",20
"2830",67
"2831",20
"2832",22
"2833",17
"2834",30
"2835",32
"2836",38
"2837",84
"2838",16
"2839",25
"2840",18
"2841",56
"2842",16
"2843",36
"2844",27
"2845",38
"2846",30
"2847",17
"2848",36
"2849",15
"2850",37
"2851",21
"2852",20
"2853",17
"2854",38
"2855",32
"2856",15
"2857",17
"2858",30
"2859",20
"2860",19
"2861",15
"2862",26
"2863",16
"2864",16
"2865",15
"2866",17
"2867",15
"2868",17
"2869",25
"2870",32
"2871",18
"2872",20
"2873",40
"2874",30
"2875",50
"2876",38
"2877",15
"2878",16
"2879",19
"2880",20
"2881",15
"2882",26
"2883",51
"2884",27
"2885",22
"2886",36
"2887",64
"2888",17
"2889",27
"2890",23
"2891",34
"2892",18
"2893",20
"2894",41
"2895",29
"2896",36
"2897",26
"2898",20
"2899",26
"2900",25
"2901",33
"2902",18
"2903",18
"2904",33
"2905",21
"2906",38
"2907",28
"2908",22
"2909",19
"2910",72
"2911",93
"2912",48
"2913",23
"2914",16
"2915",24
"2916",34
"2917",52
"2918",33
"2919",56
"2920",82
"2921",19
"2922",23
"2923",17
"2924",31
"2925",26
"2926",23
"2927",55
"2928",19
"2929",36
"2930",30
"2931",43
"2932",30
"2933",18
"2934",39
"2935",38
"2936",36
"2937",35
"2938",41
"2939",29
"2940",20
"2941",55
"2942",34
"2943",29
"2944",28
"2945",24
"2946",32
"2947",20
"2948",34
"2949",47
"2950",30
"2951",73
"2952",45
"2953",21
"2954",24
"2955",165
"2956",52
"2957",37
"2958",20
"2959",19
"2960",24
"2961",24
"2962",16
"2963",17
"2964",23
"2965",18
"2966",19
"2967",30
"2968",32
"2969",15
"2970",28
"2971",15
"2972",31
"2973",23
"2974",30
"2975",16
"2976",28
"2977",34
"2978",34
"2979",38
"2980",49
"2981",28
"2982",79
"2983",29
"2984",19
"2985",22
"2986",18
"2987",20
"2988",52
"2989",26
"2990",31
"2991",43
"2992",49
"2993",49
"2994",45
"2995",28
"2996",30
"2997",29
"2998",50
"2999",45
"3000",20
"3001",43
"3002",50
"3003",22
"3004",23
"3005",26
"3006",22
"3007",17
"3008",16
"3009",27
"3010",51
"3011",22
"3012",33
"3013",23
"3014",40
"3015",17
"3016",35
"3017",28
"3018",37
"3019",24
"3020",91
"3021",66
"3022",25
"3023",41
"3024",19
"3025",21
"3026",42
"3027",42
"3028",28
"3029",25
"3030",86
"3031",17
"3032",38
"3033",16
"3034",22
"3035",56
"3036",60
"3037",40
"3038",137
"3039",60
"3040",18
"3041",36
"3042",48
"3043",15
"3044",26
"3045",26
"3046",48
"3047",34
"3048",83
"3049",17
"3050",65
"3051",30
"3052",17
"3053",17
"3054",17
"3055",73
"3056",40
"3057",15
"3058",45
"3059",15
"3060",17
"3061",31
"3062",119
"3063",33
"3064",29
"3065",27
"3066",18
"3067",31
"3068",15
"3069",39
"3070",16
"3071",44
"3072",234
"3073",42
"3074",18
"3075",32
"3076",32
"3077",32
"3078",37
"3079",40
"3080",33
"3081",68
"3082",31
"3083",60
"3084",19
"3085",19
"3086",23
"3087",37
"3088",85
"3089",17
"3090",29
"3091",36
"3092",73
"3093",48
"3094",15
"3095",24
"3096",36
"3097",33
"3098",27
"3099",34
"3100",19
"3101",20
"3102",23
"3103",104
"3104",26
"3105",83
"3106",16
"3107",21
"3108",19
"3109",20
"3110",37
"3111",23
"3112",30
"3113",18
"3114",44
"3115",55
"3116",24
"3117",20
"3118",42
"3119",17
"3120",45
"3121",173
"3122",29
"3123",40
"3124",24
"3125",22
"3126",17
"3127",18
"3128",37
"3129",33
"3130",19
"3131",21
"3132",26
"3133",21
"3134",26
"3135",22
"3136",28
"3137",74
"3138",20
"3139",21
"3140",65
"3141",15
"3142",47
"3143",16
"3144",24
"3145",17
"3146",28
"3147",20
"3148",27
"3149",24
"3150",24
"3151",20
"3152",25
"3153",19
"3154",34
"3155",34
"3156",25
"3157",27
"3158",35
"3159",40
"3160",21
"3161",35
"3162",57
"3163",33
"3164",66
"3165",16
"3166",120
"3167",62
"3168",29
"3169",22
"3170",32
"3171",41
"3172",46
"3173",16
"3174",18
"3175",16
"3176",25
"3177",33
"3178",41
"3179",34
"3180",31
"3181",27
"3182",19
"3183",27
"3184",17
"3185",42
"3186",15
"3187",23
"3188",18
"3189",35
"3190",19
"3191",21
"3192",36
"3193",54
"3194",24
"3195",29
"3196",23
"3197",62
"3198",15
"3199",58
"3200",25
"3201",23
"3202",22
"3203",49
"3204",26
"3205",27
"3206",18
"3207",28
"3208",43
"3209",45
"3210",58
"3211",101
"3212",23
"3213",30
"3214",61
"3215",44
"3216",52
"3217",39
"3218",26
"3219",34
"3220",23
"3221",27
"3222",33
"3223",19
"3224",63
"3225",28
"3226",23
"3227",29
"3228",30
"3229",15
"3230",18
"3231",28
"3232",34
"3233",17
"3234",19
"3235",33
"3236",35
"3237",30
"3238",16
"3239",35
"3240",19
"3241",34
"3242",15
"3243",31
"3244",32
"3245",16
"3246",25
"3247",23
"3248",42
"3249",26
"3250",19
"3251",24
"3252",20
"3253",23
"3254",23
"3255",86
"3256",55
"3257",33
"3258",29
"3259",40
"3260",38
"3261",54
"3262",35
"3263",19
"3264",34
"3265",32
"3266",33
"3267",22
"3268",89
"3269",29
"3270",26
"3271",15
"3272",41
"3273",41
"3274",78
"3275",28
"3276",35
"3277",57
"3278",17
"3279",22
"3280",53
"3281",28
"3282",32
"3283",113
"3284",19
"3285",31
"3286",44
"3287",18
"3288",42
"3289",71
"3290",49
"3291",23
"3292",17
"3293",15
"3294",43
"3295",24
"3296",28
"3297",35
"3298",29
"3299",33
"3300",38
"3301",42
"3302",20
"3303",55
"3304",39
"3305",20
"3306",25
"3307",26
"3308",65
"3309",17
"3310",52
"3311",55
"3312",42
"3313",21
"3314",34
"3315",30
"3316",17
"3317",32
"3318",25
"3319",20
"3320",22
"3321",40
"3322",19
"3323",46
"3324",34
"3325",31
"3326",24
"3327",50
"3328",31
"3329",21
"3330",17
"3331",43
"3332",17
"3333",116
"3334",17
"3335",68
"3336",18
"3337",41
"3338",45
"3339",21
"3340",59
"3341",50
"3342",53
"3343",18
"3344",41
"3345",26
"3346",17
"3347",15
"3348",24
"3349",41
"3350",48
"3351",16
"3352",27
"3353",45
"3354",52
"3355",40
"3356",17
"3357",32
"3358",15
"3359",15
"3360",15
"3361",27
"3362",23
"3363",30
"3364",40
"3365",23
"3366",144
"3367",26
"3368",23
"3369",38
"3370",48
"3371",41
"3372",22
"3373",88
"3374",31
"3375",18
"3376",175
"3377",37
"3378",17
"3379",30
"3380",26
"3381",24
"3382",26
"3383",34
"3384",45
"3385",42
"3386",29
"3387",33
"3388",25
"3389",15
"3390",21
"3391",37
"3392",23
"3393",28
"3394",36
"3395",18
"3396",16
"3397",46
"3398",109
"3399",28
"3400",36
"3401",21
"3402",25
"3403",54
"3404",22
"3405",25
"3406",18
"3407",36
"3408",16
"3409",36
"3410",19
"3411",103
"3412",30
"3413",29
"3414",27
"3415",27
"3416",17
"3417",27
"3418",39
"3419",16
"3420",19
"3421",23
"3422",24
"3423",47
"3424",28
"3425",25
"3426",29
"3427",19
"3428",28
"3429",21
"3430",15
"3431",30
"3432",18
"3433",23
"3434",18
"3435",45
"3436",27
"3437",30
"3438",15
"3439",51
"3440",25
"3441",24
"3442",43
"3443",19
"3444",41
"3445",27
"3446",84
"3447",35
"3448",25
"3449",30
"3450",23
"3451",106
"3452",16
"3453",46
"3454",34
"3455",29
"3456",50
"3457",35
"3458",15
"3459",29
"3460",34
"3461",23
"3462",44
"3463",22
"3464",24
"3465",37
"3466",32
"3467",35
"3468",36
"3469",15
"3470",22
"3471",19
"3472",28
"3473",43
"3474",32
"3475",45
"3476",19
"3477",46
"3478",24
"3479",21
"3480",16
"3481",51
"3482",25
"3483",17
"3484",50
"3485",18
"3486",42
"3487",25
"3488",15
"3489",18
"3490",31
"3491",23
"3492",49
"3493",56
"3494",25
"3495",40
"3496",71
"3497",56
"3498",32
"3499",113
"3500",39
"3501",25
"3502",19
"3503",16
"3504",24
"3505",21
"3506",15
"3507",57
"3508",36
"3509",50
"3510",20
"3511",17
"3512",20
"3513",18
"3514",17
"3515",55
"3516",28
"3517",64
"3518",20
"3519",42
"3520",26
"3521",51
"3522",22
"3523",48
"3524",48
"3525",67
"3526",25
"3527",38
"3528",165
"3529",24
"3530",31
"3531",19
"3532",35
"3533",72
"3534",25
"3535",16
"3536",19
"3537",20
"3538",40
"3539",20
"3540",20
"3541",19
"3542",27
"3543",50
"3544",65
"3545",39
"3546",16
"3547",23
"3548",37
"3549",40
"3550",28
"3551",45
"3552",25
"3553",20
"3554",16
"3555",58
"3556",20
"3557",40
"3558",19
"3559",17
"3560",17
"3561",50
"3562",38
"3563",54
"3564",20
"3565",32
"3566",16
"3567",34
"3568",23
"3569",46
"3570",23
"3571",19
"3572",26
"3573",22
"3574",34
"3575",60
"3576",29
"3577",29
"3578",38
"3579",15
"3580",29
"3581",15
"3582",25
"3583",23
"3584",22
"3585",29
"3586",24
"3587",27
"3588",30
"3589",23
"3590",21
"3591",43
"3592",50
"3593",15
"3594",31
"3595",83
"3596",34
"3597",29
"3598",21
"3599",15
"3600",47
"3601",18
"3602",31
"3603",41
"3604",26
"3605",19
"3606",20
"3607",16
"3608",25
"3609",32
"3610",63
"3611",35
"3612",21
"3613",43
"3614",17
"3615",76
"3616",37
"3617",44
"3618",22
"3619",31
"3620",20
"3621",23
"3622",23
"3623",39
"3624",44
"3625",44
"3626",17
"3627",18
"3628",33
"3629",77
"3630",16
"3631",67
"3632",38
"3633",16
"3634",19
"3635",16
"3636",45
"3637",22
"3638",77
"3639",63
"3640",44
"3641",32
"3642",43
"3643",54
"3644",43
"3645",19
"3646",42
"3647",172
"3648",74
"3649",59
"3650",39
"3651",38
"3652",23
"3653",31
"3654",30
"3655",24
"3656",42
"3657",21
"3658",98
"3659",35
"3660",38
"3661",39
"3662",18
"3663",20
"3664",19
"3665",23
"3666",30
"3667",42
"3668",45
"3669",27
"3670",29
"3671",68
"3672",36
"3673",39
"3674",44
"3675",36
"3676",16
"3677",50
"3678",123
"3679",82
"3680",24
"3681",24
"3682",68
"3683",19
"3684",50
"3685",42
"3686",94
"3687",21
"3688",43
"3689",42
"3690",38
"3691",21
"3692",40
"3693",28
"3694",28
"3695",39
"3696",16
"3697",29
"3698",95
"3699",15
"3700",56
"3701",29
"3702",28
"3703",19
"3704",15
"3705",21
"3706",30
"3707",24
"3708",24
"3709",92
"3710",30
"3711",15
"3712",22
"3713",29
"3714",28
"3715",16
"3716",33
"3717",24
"3718",53
"3719",20
"3720",18
"3721",97
"3722",28
"3723",16
"3724",46
"3725",39
"3726",48
"3727",37
"3728",42
"3729",22
"3730",15
"3731",17
"3732",61
"3733",28
"3734",26
"3735",17
"3736",30
"3737",23
"3738",17
"3739",25
"3740",35
"3741",21
"3742",20
"3743",30
"3744",48
"3745",38
"3746",42
"3747",20
"3748",33
"3749",45
"3750",75
"3751",65
"3752",18
"3753",48
"3754",51
"3755",34
"3756",23
"3757",33
"3758",15
"3759",23
"3760",16
"3761",106
"3762",31
"3763",35
"3764",22
"3765",17
"3766",25
"3767",24
"3768",21
"3769",22
"3770",42
"3771",18
"3772",15
"3773",33
"3774",16
"3775",31
"3776",36
"3777",43
"3778",52
"3779",23
"3780",35
"3781",65
"3782",57
"3783",31
"3784",24
"3785",100
"3786",45
"3787",21
"3788",35
"3789",17
"3790",17
"3791",45
"3792",20
"3793",67
"3794",40
"3795",27
"3796",21
"3797",22
"3798",21
"3799",26
"3800",16
"3801",59
"3802",31
"3803",15
"3804",32
"3805",20
"3806",59
"3807",45
"3808",23
"3809",35
"3810",53
"3811",52
"3812",20
"3813",21
"3814",22
"3815",26
"3816",129
"3817",17
"3818",38
"3819",21
"3820",23
"3821",23
"3822",44
"3823",73
"3824",52
"3825",70
"3826",17
"3827",21
"3828",41
"3829",23
"3830",22
"3831",95
"3832",36
"3833",23
"3834",21
"3835",26
"3836",26
"3837",31
"3838",36
"3839",25
"3840",25
"3841",17
"3842",35
"3843",34
"3844",18
"3845",44
"3846",16
"3847",24
"3848",47
"3849",47
"3850",52
"3851",74
"3852",26
"3853",32
"3854",23
"3855",41
"3856",19
"3857",19
"3858",22
"3859",22
"3860",20
"3861",37
"3862",57
"3863",42
"3864",20
"3865",30
"3866",28
"3867",15
"3868",28
"3869",32
"3870",33
"3871",44
"3872",32
"3873",29
"3874",21
"3875",41
"3876",20
"3877",25
"3878",35
"3879",32
"3880",40
"3881",30
"3882",36
"3883",23
"3884",57
"3885",20
"3886",20
"3887",48
"3888",131
"3889",19
"3890",25
"3891",31
"3892",23
"3893",40
"3894",23
"3895",25
"3896",41
"3897",34
"3898",74
"3899",17
"3900",26
"3901",20
"3902",25
"3903",84
"3904",21
"3905",19
"3906",22
"3907",17
"3908",99
"3909",25
"3910",16
"3911",34
"3912",28
"3913",56
"3914",55
"3915",48
"3916",15
"3917",41
"3918",40
"3919",16
"3920",23
"3921",21
"3922",34
"3923",20
"3924",42
"3925",27
"3926",29
"3927",18
"3928",37
"3929",16
"3930",19
"3931",18
"3932",16
"3933",33
"3934",35
"3935",21
"3936",24
"3937",47
"3938",47
"3939",43
"3940",85
"3941",38
"3942",24
"3943",16
"3944",40
"3945",56
"3946",66
"3947",38
"3948",23
"3949",24
"3950",55
"3951",34
"3952",19
"3953",30
"3954",29
"3955",34
"3956",25
"3957",17
"3958",17
"3959",51
"3960",25
"3961",30
"3962",51
"3963",25
"3964",15
"3965",41
"3966",24
"3967",47
"3968",33
"3969",35
"3970",41
"3971",23
"3972",20
"3973",15
"3974",24
"3975",23
"3976",45
"3977",25
"3978",44
"3979",36
"3980",30
"3981",25
"3982",51
"3983",17
"3984",16
"3985",55
"3986",32
"3987",16
"3988",102
"3989",21
"3990",20
"3991",42
"3992",66
"3993",28
"3994",38
"3995",18
"3996",52
"3997",18
"3998",21
"3999",49
"4000",39
"4001",53
"4002",22
"4003",21
"4004",24
"4005",22
"4006",25
"4007",50
"4008",23
"4009",30
"4010",19
"4011",16
"4012",34
"4013",68
"4014",49
"4015",20
"4016",35
"4017",29
"4018",45
"4019",31
"4020",26
"4021",24
"4022",19
"4023",24
"4024",31
"4025",17
"4026",59
"4027",40
"4028",29
"4029",40
"4030",27
"4031",16
"4032",25
"4033",23
"4034",19
"4035",15
"4036",32
"4037",17
"4038",16
"4039",29
"4040",34
"4041",16
"4042",26
"4043",79
"4044",21
"4045",15
"4046",20
"4047",18
"4048",39
"4049",25
"4050",29
"4051",22
"4052",20
"4053",49
"4054",22
"4055",111
"4056",20
"4057",15
"4058",22
"4059",26
"4060",15
"4061",29
"4062",34
"4063",34
"4064",19
"4065",24
"4066",33
"4067",35
"4068",15
"4069",27
"4070",24
"4071",51
"4072",24
"4073",41
"4074",22
"4075",25
"4076",16
"4077",22
"4078",25
"4079",25
"4080",40
"4081",24
"4082",111
"4083",32
"4084",160
"4085",28
"4086",52
"4087",32
"4088",28
"4089",54
"4090",18
"4091",21
"4092",22
"4093",40
"4094",51
"4095",21
"4096",34
"4097",20
"4098",15
"4099",25
"4100",25
"4101",31
"4102",22
"4103",21
"4104",48
"4105",18
"4106",64
"4107",32
"4108",52
"4109",46
"4110",19
"4111",15
"4112",20
"4113",83
"4114",28
"4115",60
"4116",20
"4117",23
"4118",33
"4119",61
"4120",25
"4121",17
"4122",100
"4123",24
"4124",93
"4125",17
"4126",15
"4127",36
"4128",43
"4129",59
"4130",31
"4131",39
"4132",27
"4133",29
"4134",67
"4135",15
"4136",18
"4137",113
"4138",28
"4139",39
"4140",27
"4141",34
"4142",15
"4143",59
"4144",25
"4145",26
"4146",24
"4147",28
"4148",19
"4149",17
"4150",20
"4151",37
"4152",48
"4153",19
"4154",50
"4155",17
"4156",34
"4157",36
"4158",34
"4159",20
"4160",28
"4161",39
"4162",25
"4163",19
"4164",28
"4165",32
"4166",112
"4167",47
"4168",29
"4169",72
"4170",23
"4171",26
"4172",32
"4173",20
"4174",30
"4175",70
"4176",61
"4177",22
"4178",27
"4179",48
"4180",57
"4181",19
"4182",84
"4183",38
"4184",27
"4185",37
"4186",58
"4187",48
"4188",57
"4189",17
"4190",25
"4191",86
"4192",18
"4193",43
"4194",20
"4195",42
"4196",67
"4197",31
"4198",48
"4199",26
"4200",109
"4201",91
"4202",32
"4203",21
"4204",46
"4205",31
"4206",39
"4207",59
"4208",63
"4209",37
"4210",21
"4211",62
"4212",17
"4213",32
"4214",21
"4215",27
"4216",37
"4217",15
"4218",54
"4219",70
"4220",104
"4221",89
"4222",23
"4223",58
"4224",46
"4225",15
"4226",67
"4227",28
"4228",23
"4229",54
"4230",33
"4231",23
"4232",18
"4233",46
"4234",46
"4235",51
"4236",52
"4237",44
"4238",28
"4239",38
"4240",34
"4241",16
"4242",46
"4243",18
"4244",38
"4245",19
"4246",28
"4247",40
"4248",16
"4249",54
"4250",33
"4251",36
"4252",35
"4253",15
"4254",35
"4255",25
"4256",16
"4257",79
"4258",30
"4259",27
"4260",16
"4261",85
"4262",42
"4263",24
"4264",51
"4265",68
"4266",19
"4267",30
"4268",31
"4269",35
"4270",20
"4271",155
"4272",23
"4273",22
"4274",50
"4275",158
"4276",24
"4277",61
"4278",26
"4279",32
"4280",44
"4281",20
"4282",28
"4283",51
"4284",19
"4285",31
"4286",37
"4287",19
"4288",120
"4289",18
"4290",22
"4291",28
"4292",66
"4293",20
"4294",40
"4295",36
"4296",22
"4297",21
"4298",17
"4299",24
"4300",50
"4301",39
"4302",43
"4303",17
"4304",19
"4305",54
"4306",18
"4307",39
"4308",40
"4309",34
"4310",75
"4311",47
"4312",15
"4313",36
"4314",15
"4315",28
"4316",15
"4317",33
"4318",26
"4319",30
"4320",36
"4321",20
"4322",22
"4323",25
"4324",69
"4325",105
"4326",32
"4327",27
"4328",32
"4329",32
"4330",27
"4331",105
"4332",59
"4333",56
"4334",53
"4335",43
"4336",24
"4337",21
"4338",93
"4339",16
"4340",23
"4341",48
"4342",20
"4343",56
"4344",34
"4345",28
"4346",45
"4347",35
"4348",24
"4349",69
"4350",35
"4351",27
"4352",17
"4353",33
"4354",49
"4355",52
"4356",215
"4357",41
"4358",30
"4359",23
"4360",33
"4361",151
"4362",52
"4363",89
"4364",41
"4365",36
"4366",35
"4367",90
"4368",41
"4369",18
"4370",52
"4371",64
"4372",60
"4373",22
"4374",44
"4375",75
"4376",16
"4377",41
"4378",319
"4379",85
"4380",21
"4381",25
"4382",23
"4383",58
"4384",20
"4385",62
"4386",19
"4387",61
"4388",24
"4389",84
"4390",37
"4391",25
"4392",96
"4393",169
"4394",27
"4395",113
"4396",52
"4397",16
"4398",16
"4399",32
"4400",40
"4401",67
"4402",46
"4403",47
"4404",98
"4405",49
"4406",30
"4407",21
"4408",15
"4409",18
"4410",19
"4411",25
"4412",27
"4413",33
"4414",40
"4415",22
"4416",38
"4417",30
"4418",61
"4419",29
"4420",23
"4421",26
"4422",47
"4423",52
"4424",131
"4425",37
"4426",18
"4427",88
"4428",23
"4429",20
"4430",46
"4431",53
"4432",43
"4433",50
"4434",27
"4435",29
"4436",25
"4437",29
"4438",90
"4439",19
"4440",39
"4441",39
"4442",73
"4443",49
"4444",62
"4445",15
"4446",19
"4447",30
"4448",32
"4449",37
"4450",40
"4451",44
"4452",40
"4453",84
"4454",24
"4455",68
"4456",25
"4457",31
"4458",32
"4459",70
"4460",49
"4461",20
"4462",24
"4463",20
"4464",44
"4465",65
"4466",68
"4467",26
"4468",23
"4469",60
"4470",38
"4471",66
"4472",25
"4473",21
"4474",29
"4475",85
"4476",31
"4477",23
"4478",18
"4479",15
"4480",33
"4481",26
"4482",15
"4483",28
"4484",39
"4485",28
"4486",21
"4487",24
"4488",77
"4489",102
"4490",17
"4491",38
"4492",78
"4493",53
"4494",29
"4495",47
"4496",51
"4497",45
"4498",61
"4499",70
"4500",19
"4501",30
"4502",19
"4503",34
"4504",27
"4505",58
"4506",29
"4507",38
"4508",28
"4509",43
"4510",31
"4511",22
"4512",22
"4513",43
"4514",20
"4515",42
"4516",92
"4517",54
"4518",46
"4519",80
"4520",29
"4521",30
"4522",23
"4523",21
"4524",30
"4525",39
"4526",27
"4527",38
"4528",17
"4529",33
"4530",39
"4531",24
"4532",38
"4533",22
"4534",48
"4535",28
"4536",69
"4537",18
"4538",15
"4539",39
"4540",43
"4541",27
"4542",39
"4543",46
"4544",30
"4545",17
"4546",193
"4547",67
"4548",25
"4549",18
"4550",53
"4551",25
"4552",15
"4553",22
"4554",26
"4555",30
"4556",18
"4557",48
"4558",24
"4559",19
"4560",31
"4561",21
"4562",37
"4563",28
"4564",57
"4565",23
"4566",37
"4567",39
"4568",24
"4569",64
"4570",15
"4571",19
"4572",18
"4573",195
"4574",31
"4575",21
"4576",27
"4577",44
"4578",25
"4579",25
"4580",50
"4581",43
"4582",37
"4583",49
"4584",75
"4585",31
"4586",42
"4587",54
"4588",22
"4589",30
"4590",19
"4591",35
"4592",36
"4593",35
"4594",124
"4595",17
"4596",26
"4597",51
"4598",21
"4599",21
"4600",37
"4601",32
"4602",44
"4603",43
"4604",35
"4605",19
"4606",63
"4607",19
"4608",37
"4609",67
"4610",18
"4611",40
"4612",33
"4613",43
"4614",45
"4615",52
"4616",25
"4617",19
"4618",19
"4619",44
"4620",21
"4621",29
"4622",22
"4623",46
"4624",42
"4625",55
"4626",51
"4627",50
"4628",26
"4629",37
"4630",17
"4631",153
"4632",110
"4633",25
"4634",29
"4635",37
"4636",61
"4637",26
"4638",68
"4639",57
"4640",19
"4641",33
"4642",40
"4643",15
"4644",41
"4645",28
"4646",40
"4647",15
"4648",80
"4649",49
"4650",25
"4651",75
"4652",42
"4653",29
"4654",27
"4655",60
"4656",27
"4657",23
"4658",42
"4659",48
"4660",59
"4661",80
"4662",32
"4663",71
"4664",24
"4665",51
"4666",21
"4667",44
"4668",16
"4669",46
"4670",19
"4671",35
"4672",28
"4673",23
"4674",22
"4675",41
"4676",58
"4677",51
"4678",23
"4679",49
"4680",29
"4681",123
"4682",19
"4683",61
"4684",65
"4685",18
"4686",29
"4687",19
"4688",20
"4689",44
"4690",36
"4691",29
"4692",25
"4693",24
"4694",60
"4695",32
"4696",25
"4697",41
"4698",25
"4699",18
"4700",35
"4701",23
"4702",54
"4703",16
"4704",37
"4705",36
"4706",44
"4707",24
"4708",53
"4709",38
"4710",49
"4711",45
"4712",52
"4713",15
"4714",35
"4715",29
"4716",158
"4717",16
"4718",26
"4719",20
"4720",47
"4721",31
"4722",51
"4723",28
"4724",42
"4725",31
"4726",51
"4727",29
"4728",59
"4729",25
"4730",38
"4731",29
"4732",36
"4733",45
"4734",36
"4735",17
"4736",56
"4737",65
"4738",28
"4739",44
"4740",28
"4741",35
"4742",79
"4743",22
"4744",44
"4745",25
"4746",63
"4747",87
"4748",67
"4749",34
"4750",19
"4751",44
"4752",55
"4753",49
"4754",22
"4755",28
"4756",18
"4757",30
"4758",62
"4759",18
"4760",61
"4761",26
"4762",16
"4763",65
"4764",31
"4765",85
"4766",49
"4767",35
"4768",24
"4769",21
"4770",36
"4771",60
"4772",41
"4773",50
"4774",55
"4775",18
"4776",32
"4777",23
"4778",34
"4779",72
"4780",33
"4781",36
"4782",54
"4783",37
"4784",28
"4785",25
"4786",35
"4787",51
"4788",74
"4789",21
"4790",131
"4791",36
"4792",29
"4793",27
"4794",37
"4795",91
"4796",31
"4797",27
"4798",51
"4799",105
"4800",61
"4801",27
"4802",29
"4803",48
"4804",20
"4805",56
"4806",28
"4807",42
"4808",91
"4809",49
"4810",54
"4811",31
"4812",50
"4813",31
"4814",20
"4815",47
"4816",97
"4817",33
"4818",35
"4819",17
"4820",35
"4821",42
"4822",41
"4823",17
"4824",49
"4825",33
"4826",31
"4827",28
"4828",67
