"","x"
"4829",31
"4830",20
"4831",40
"4832",21
"4833",18
"4834",18
"4835",32
"4836",28
"4837",32
"4838",26
"4839",28
"4840",31
"4841",32
"4842",16
"4843",16
"4844",24
"4845",55
"4846",30
"4847",48
"4848",19
"4849",17
"4850",29
"4851",48
"4852",30
"4853",23
"4854",32
"4855",38
"4856",38
"4857",25
"4858",30
"4859",32
"4860",69
"4861",37
"4862",24
"4863",20
"4864",22
"4865",34
"4866",20
"4867",22
"4868",17
"4869",28
"4870",16
"4871",60
"4872",16
"4873",22
"4874",37
"4875",30
"4876",32
"4877",68
"4878",15
"4879",34
"4880",16
"4881",22
"4882",21
"4883",27
"4884",15
"4885",44
"4886",29
"4887",17
"4888",33
"4889",20
"4890",42
"4891",29
"4892",45
"4893",16
"4894",18
"4895",27
"4896",42
"4897",35
"4898",31
"4899",22
"4900",78
"4901",37
"4902",22
"4903",16
"4904",16
"4905",64
"4906",20
"4907",34
"4908",51
"4909",29
"4910",32
"4911",21
"4912",29
"4913",54
"4914",16
"4915",31
"4916",18
"4917",39
"4918",30
"4919",68
"4920",21
"4921",40
"4922",32
"4923",16
"4924",22
"4925",19
"4926",15
"4927",45
"4928",46
"4929",23
"4930",47
"4931",20
"4932",32
"4933",36
"4934",16
"4935",37
"4936",46
"4937",51
"4938",26
"4939",21
"4940",60
"4941",15
"4942",25
"4943",29
"4944",20
"4945",18
"4946",18
"4947",21
"4948",27
"4949",19
"4950",18
"4951",23
"4952",33
"4953",31
"4954",84
"4955",19
"4956",34
"4957",17
"4958",16
"4959",29
"4960",33
"4961",129
"4962",225
"4963",20
"4964",45
"4965",72
"4966",70
"4967",26
"4968",21
"4969",36
"4970",37
"4971",71
"4972",65
"4973",59
"4974",39
"4975",87
"4976",16
"4977",19
"4978",24
"4979",38
"4980",38
"4981",60
"4982",39
"4983",37
"4984",50
"4985",16
"4986",46
"4987",17
"4988",95
"4989",44
"4990",34
"4991",68
"4992",16
"4993",35
"4994",16
"4995",31
"4996",57
"4997",19
"4998",18
"4999",25
"5000",45
"5001",27
"5002",33
"5003",17
"5004",59
"5005",51
"5006",59
"5007",55
"5008",45
"5009",40
"5010",51
"5011",30
"5012",25
"5013",50
"5014",23
"5015",36
"5016",22
"5017",24
"5018",25
"5019",25
"5020",18
"5021",22
"5022",26
"5023",38
"5024",24
"5025",25
"5026",42
"5027",21
"5028",44
"5029",74
"5030",17
"5031",52
"5032",15
"5033",28
"5034",19
"5035",25
"5036",100
"5037",37
"5038",23
"5039",24
"5040",35
"5041",21
"5042",66
"5043",27
"5044",19
"5045",47
"5046",22
"5047",15
"5048",45
"5049",18
"5050",85
"5051",23
"5052",20
"5053",29
"5054",19
"5055",34
"5056",28
"5057",27
"5058",28
"5059",17
"5060",18
"5061",27
"5062",33
"5063",26
"5064",20
"5065",74
"5066",41
"5067",22
"5068",19
"5069",16
"5070",84
"5071",24
"5072",77
"5073",32
"5074",29
"5075",18
"5076",15
"5077",25
"5078",65
"5079",31
"5080",20
"5081",27
"5082",15
"5083",18
"5084",33
"5085",46
"5086",16
"5087",22
"5088",53
"5089",58
"5090",26
"5091",46
"5092",16
"5093",31
"5094",19
"5095",36
"5096",22
"5097",20
"5098",18
"5099",17
"5100",24
"5101",33
"5102",16
"5103",26
"5104",20
"5105",22
"5106",26
"5107",24
"5108",26
"5109",39
"5110",47
"5111",45
"5112",22
"5113",37
"5114",50
"5115",18
"5116",73
"5117",80
"5118",25
"5119",36
"5120",15
"5121",120
"5122",24
"5123",43
"5124",61
"5125",35
"5126",36
"5127",36
"5128",46
"5129",20
"5130",35
"5131",40
"5132",27
"5133",15
"5134",29
"5135",41
"5136",20
"5137",31
"5138",27
"5139",16
"5140",21
"5141",35
"5142",17
"5143",48
"5144",28
"5145",106
"5146",23
"5147",19
"5148",27
"5149",68
"5150",22
"5151",22
"5152",33
"5153",17
"5154",45
"5155",36
"5156",53
"5157",25
"5158",90
"5159",35
"5160",28
"5161",39
"5162",23
"5163",37
"5164",40
"5165",20
"5166",62
"5167",31
"5168",29
"5169",29
"5170",33
"5171",19
"5172",15
"5173",24
"5174",23
"5175",31
"5176",107
"5177",17
"5178",39
"5179",49
"5180",29
"5181",54
"5182",23
"5183",43
"5184",17
"5185",51
"5186",28
"5187",65
"5188",35
"5189",16
"5190",33
"5191",28
"5192",68
"5193",18
"5194",60
"5195",45
"5196",16
"5197",48
"5198",34
"5199",42
"5200",40
"5201",40
"5202",30
"5203",21
"5204",27
"5205",19
"5206",54
"5207",28
"5208",20
"5209",16
"5210",33
"5211",45
"5212",56
"5213",30
"5214",26
"5215",20
"5216",23
"5217",24
"5218",21
"5219",15
"5220",40
"5221",28
"5222",37
"5223",41
"5224",28
"5225",40
"5226",25
"5227",29
"5228",32
"5229",23
"5230",81
"5231",16
"5232",21
"5233",32
"5234",53
"5235",38
"5236",30
"5237",24
"5238",25
"5239",55
"5240",23
"5241",38
"5242",66
"5243",25
"5244",34
"5245",20
"5246",25
"5247",62
"5248",115
"5249",49
"5250",19
"5251",24
"5252",47
"5253",41
"5254",17
"5255",16
"5256",31
"5257",42
"5258",35
"5259",23
"5260",37
"5261",32
"5262",40
"5263",27
"5264",20
"5265",27
"5266",36
"5267",23
"5268",18
"5269",32
"5270",50
"5271",19
"5272",17
"5273",27
"5274",53
"5275",19
"5276",21
"5277",37
"5278",66
"5279",32
"5280",46
"5281",39
"5282",21
"5283",15
"5284",30
"5285",16
"5286",29
"5287",32
"5288",31
"5289",30
"5290",29
"5291",42
"5292",26
"5293",37
"5294",37
"5295",29
"5296",39
"5297",46
"5298",49
"5299",19
"5300",30
"5301",42
"5302",33
"5303",51
"5304",37
"5305",30
"5306",25
"5307",52
"5308",32
"5309",15
"5310",45
"5311",41
"5312",25
"5313",19
"5314",42
"5315",24
"5316",99
"5317",15
"5318",41
"5319",45
"5320",41
"5321",40
"5322",21
"5323",58
"5324",20
"5325",17
"5326",16
"5327",16
"5328",16
"5329",31
"5330",81
"5331",32
"5332",33
"5333",24
"5334",40
"5335",43
"5336",27
"5337",23
"5338",22
"5339",34
"5340",70
"5341",36
"5342",15
"5343",17
"5344",55
"5345",21
"5346",55
"5347",19
"5348",57
"5349",56
"5350",45
"5351",40
"5352",38
"5353",26
"5354",33
"5355",18
"5356",29
"5357",46
"5358",74
"5359",104
"5360",60
"5361",122
"5362",45
"5363",37
"5364",31
"5365",19
"5366",88
"5367",24
"5368",28
"5369",32
"5370",19
"5371",40
"5372",23
"5373",27
"5374",34
"5375",19
"5376",44
"5377",58
"5378",24
"5379",106
"5380",21
"5381",115
"5382",15
"5383",21
"5384",131
"5385",51
"5386",24
"5387",20
"5388",18
"5389",40
"5390",109
"5391",45
"5392",77
"5393",67
"5394",37
"5395",43
"5396",38
"5397",23
"5398",27
"5399",32
"5400",26
"5401",33
"5402",17
"5403",39
"5404",74
"5405",19
"5406",28
"5407",36
"5408",24
"5409",23
"5410",40
"5411",23
"5412",36
"5413",36
"5414",29
"5415",66
"5416",39
"5417",126
"5418",42
"5419",26
"5420",46
"5421",15
"5422",41
"5423",40
"5424",15
"5425",23
"5426",52
"5427",47
"5428",43
"5429",82
"5430",206
"5431",31
"5432",25
"5433",37
"5434",24
"5435",39
"5436",43
"5437",55
"5438",32
"5439",27
"5440",62
"5441",38
"5442",19
"5443",51
"5444",27
"5445",24
"5446",27
"5447",72
"5448",39
"5449",20
"5450",29
"5451",37
"5452",19
"5453",16
"5454",32
"5455",18
"5456",25
"5457",31
"5458",29
"5459",17
"5460",17
"5461",26
"5462",30
"5463",29
"5464",27
"5465",23
"5466",63
"5467",22
"5468",25
"5469",25
"5470",23
"5471",19
"5472",23
"5473",40
"5474",47
"5475",24
"5476",37
"5477",20
"5478",18
"5479",48
"5480",22
"5481",26
"5482",35
"5483",26
"5484",18
"5485",17
"5486",31
"5487",32
"5488",41
"5489",41
"5490",59
"5491",20
"5492",17
"5493",33
"5494",18
"5495",40
"5496",46
"5497",100
"5498",50
"5499",20
"5500",18
"5501",39
"5502",63
"5503",46
"5504",38
"5505",23
"5506",30
"5507",26
"5508",26
"5509",24
"5510",53
"5511",25
"5512",44
"5513",24
"5514",15
"5515",25
"5516",69
"5517",23
"5518",75
"5519",38
"5520",31
"5521",17
"5522",46
"5523",32
"5524",21
"5525",36
"5526",30
"5527",45
"5528",54
"5529",24
"5530",17
"5531",47
"5532",26
"5533",35
"5534",17
"5535",124
"5536",49
"5537",104
"5538",55
"5539",30
"5540",32
"5541",20
"5542",33
"5543",53
"5544",31
"5545",16
"5546",45
"5547",29
"5548",66
"5549",17
"5550",49
"5551",21
"5552",18
"5553",27
"5554",18
"5555",31
"5556",69
"5557",47
"5558",18
"5559",54
"5560",21
"5561",49
"5562",30
"5563",22
"5564",32
"5565",17
"5566",34
"5567",16
"5568",30
"5569",21
"5570",61
"5571",25
"5572",39
"5573",26
"5574",19
"5575",33
"5576",15
"5577",21
"5578",37
"5579",24
"5580",21
"5581",52
"5582",22
"5583",43
"5584",44
"5585",15
"5586",36
"5587",29
"5588",17
"5589",39
"5590",43
"5591",16
"5592",27
"5593",45
"5594",25
"5595",23
"5596",29
"5597",27
"5598",28
"5599",31
"5600",30
"5601",30
"5602",61
"5603",20
"5604",60
"5605",47
"5606",19
"5607",22
"5608",32
"5609",27
"5610",36
"5611",23
"5612",104
"5613",38
"5614",58
"5615",16
"5616",15
"5617",19
"5618",26
"5619",19
"5620",113
"5621",20
"5622",52
"5623",24
"5624",61
"5625",83
"5626",35
"5627",28
"5628",35
"5629",18
"5630",19
"5631",22
"5632",63
"5633",40
"5634",17
"5635",33
"5636",48
"5637",20
"5638",16
"5639",19
"5640",116
"5641",75
"5642",55
"5643",51
"5644",29
"5645",51
"5646",19
"5647",51
"5648",34
"5649",29
"5650",18
"5651",20
"5652",47
"5653",16
"5654",26
"5655",20
"5656",27
"5657",27
"5658",19
"5659",76
"5660",21
"5661",46
"5662",19
"5663",53
"5664",19
"5665",62
"5666",22
"5667",16
"5668",31
"5669",24
"5670",115
"5671",15
"5672",65
"5673",62
"5674",28
"5675",54
"5676",43
"5677",16
"5678",72
"5679",30
"5680",59
"5681",48
"5682",20
"5683",27
"5684",50
"5685",60
"5686",38
"5687",22
"5688",41
"5689",32
"5690",35
"5691",30
"5692",30
"5693",36
"5694",36
"5695",24
"5696",28
"5697",26
"5698",30
"5699",25
"5700",78
"5701",45
"5702",113
"5703",20
"5704",32
"5705",68
"5706",17
"5707",37
"5708",15
"5709",36
"5710",33
"5711",34
"5712",37
"5713",24
"5714",46
"5715",19
"5716",26
"5717",76
"5718",51
"5719",53
"5720",34
"5721",44
"5722",62
"5723",61
"5724",31
"5725",65
"5726",42
"5727",62
"5728",39
"5729",30
"5730",31
"5731",74
"5732",28
"5733",53
"5734",26
"5735",31
"5736",22
"5737",82
"5738",37
"5739",50
"5740",40
"5741",27
"5742",29
"5743",54
"5744",26
"5745",38
"5746",81
"5747",17
"5748",41
"5749",50
"5750",15
"5751",33
"5752",44
"5753",79
"5754",16
"5755",49
"5756",111
"5757",18
"5758",49
"5759",16
"5760",84
"5761",79
"5762",24
"5763",29
"5764",28
"5765",15
"5766",34
"5767",30
"5768",32
"5769",49
"5770",74
"5771",20
"5772",17
"5773",38
"5774",35
"5775",62
"5776",20
"5777",20
"5778",21
"5779",64
"5780",30
"5781",36
"5782",19
"5783",21
"5784",31
"5785",149
"5786",21
"5787",24
"5788",29
"5789",16
"5790",62
"5791",43
"5792",22
"5793",53
"5794",25
"5795",20
"5796",22
"5797",16
"5798",69
"5799",32
"5800",71
"5801",48
"5802",33
"5803",61
"5804",20
"5805",23
"5806",69
"5807",15
"5808",29
"5809",19
"5810",24
"5811",21
"5812",53
"5813",34
"5814",40
"5815",16
"5816",41
"5817",27
"5818",17
"5819",28
"5820",51
"5821",121
"5822",33
"5823",17
"5824",31
"5825",32
"5826",25
"5827",60
"5828",53
"5829",18
"5830",36
"5831",29
"5832",46
"5833",61
"5834",34
"5835",20
"5836",15
"5837",21
"5838",23
"5839",69
"5840",44
"5841",23
"5842",18
"5843",31
"5844",26
"5845",24
"5846",24
"5847",34
"5848",36
"5849",21
"5850",21
"5851",39
"5852",43
"5853",31
"5854",20
"5855",22
"5856",23
"5857",46
"5858",18
"5859",33
"5860",16
"5861",45
"5862",24
"5863",29
"5864",41
"5865",56
"5866",48
"5867",21
"5868",25
"5869",22
"5870",40
"5871",27
"5872",26
"5873",18
"5874",25
"5875",30
"5876",38
"5877",21
"5878",34
"5879",44
"5880",34
"5881",52
"5882",19
"5883",17
"5884",25
"5885",18
"5886",33
"5887",19
"5888",43
"5889",26
"5890",71
"5891",21
"5892",61
"5893",38
"5894",32
"5895",42
"5896",44
"5897",27
"5898",20
"5899",15
"5900",24
"5901",27
"5902",25
"5903",34
"5904",22
"5905",37
"5906",35
"5907",17
"5908",23
"5909",37
"5910",23
"5911",18
"5912",43
"5913",25
"5914",24
"5915",27
"5916",44
"5917",61
"5918",26
"5919",16
"5920",15
"5921",21
"5922",24
"5923",19
"5924",32
"5925",52
"5926",64
"5927",34
"5928",90
"5929",30
"5930",30
"5931",44
"5932",19
"5933",31
"5934",26
"5935",42
"5936",18
"5937",22
"5938",24
"5939",24
"5940",39
"5941",23
"5942",59
"5943",16
"5944",16
"5945",54
"5946",42
"5947",25
"5948",20
"5949",15
"5950",48
"5951",30
"5952",30
"5953",84
"5954",28
"5955",17
"5956",52
"5957",25
"5958",61
"5959",16
"5960",66
"5961",35
"5962",34
"5963",21
"5964",23
"5965",62
"5966",45
"5967",37
"5968",27
"5969",21
"5970",23
"5971",34
"5972",19
"5973",31
"5974",31
"5975",15
"5976",23
"5977",49
"5978",24
"5979",21
"5980",31
"5981",16
"5982",41
"5983",27
"5984",16
"5985",46
"5986",28
"5987",41
"5988",23
"5989",23
"5990",42
"5991",23
"5992",120
"5993",15
"5994",28
"5995",26
"5996",25
"5997",42
"5998",43
"5999",46
"6000",26
"6001",43
"6002",36
"6003",51
"6004",46
"6005",20
"6006",29
"6007",16
"6008",18
"6009",18
"6010",43
"6011",49
"6012",16
"6013",30
"6014",27
"6015",23
"6016",19
"6017",26
"6018",32
"6019",20
"6020",77
"6021",37
"6022",44
"6023",27
"6024",20
"6025",80
"6026",17
"6027",31
"6028",48
"6029",19
"6030",32
"6031",26
"6032",28
"6033",23
"6034",27
"6035",34
"6036",19
"6037",39
"6038",18
"6039",36
"6040",23
"6041",26
"6042",16
"6043",21
"6044",35
"6045",35
"6046",15
"6047",25
"6048",24
"6049",41
"6050",50
"6051",19
"6052",50
"6053",19
"6054",22
"6055",25
"6056",24
"6057",90
"6058",29
"6059",24
"6060",35
"6061",24
"6062",38
"6063",24
"6064",16
"6065",60
"6066",17
"6067",30
"6068",15
"6069",37
"6070",18
"6071",21
"6072",22
"6073",31
"6074",16
"6075",48
"6076",22
"6077",28
"6078",41
"6079",16
"6080",41
"6081",29
"6082",29
"6083",62
"6084",18
"6085",21
"6086",17
"6087",36
"6088",43
"6089",43
"6090",18
"6091",28
"6092",54
"6093",120
"6094",16
"6095",24
"6096",24
"6097",86
"6098",28
"6099",39
"6100",30
"6101",16
"6102",67
"6103",44
"6104",56
"6105",23
"6106",17
"6107",16
"6108",26
"6109",49
"6110",25
"6111",21
"6112",33
"6113",49
"6114",28
"6115",36
"6116",20
"6117",50
"6118",24
"6119",47
"6120",26
"6121",32
"6122",24
"6123",48
"6124",36
"6125",31
"6126",37
"6127",47
"6128",41
"6129",68
"6130",24
"6131",40
"6132",49
"6133",60
"6134",41
"6135",30
"6136",19
"6137",28
"6138",32
"6139",17
"6140",15
"6141",17
"6142",92
"6143",38
"6144",91
"6145",38
"6146",48
"6147",43
"6148",43
"6149",47
"6150",21
"6151",77
"6152",30
"6153",32
"6154",34
"6155",32
"6156",78
"6157",37
"6158",20
"6159",21
"6160",59
"6161",25
"6162",21
"6163",34
"6164",23
"6165",65
"6166",53
"6167",21
"6168",33
"6169",50
"6170",25
"6171",35
"6172",43
"6173",63
"6174",37
"6175",44
"6176",19
"6177",39
"6178",19
"6179",25
"6180",58
"6181",39
"6182",16
"6183",16
"6184",51
"6185",68
"6186",16
"6187",24
"6188",32
"6189",20
"6190",16
"6191",25
"6192",24
"6193",46
"6194",25
"6195",41
"6196",26
"6197",28
"6198",34
"6199",17
"6200",23
"6201",25
"6202",39
"6203",66
"6204",16
"6205",34
"6206",24
"6207",36
"6208",59
"6209",46
"6210",40
"6211",28
"6212",46
"6213",73
"6214",34
"6215",174
"6216",29
"6217",25
"6218",38
"6219",24
"6220",37
"6221",79
"6222",47
"6223",20
"6224",29
"6225",42
"6226",40
"6227",16
"6228",28
"6229",83
"6230",95
"6231",33
"6232",35
"6233",18
"6234",37
"6235",18
"6236",39
"6237",17
"6238",71
"6239",20
"6240",77
"6241",46
"6242",29
"6243",25
"6244",32
"6245",38
"6246",34
"6247",22
"6248",56
"6249",62
"6250",60
"6251",36
"6252",52
"6253",78
"6254",23
"6255",19
"6256",32
"6257",57
"6258",24
"6259",24
"6260",23
"6261",30
"6262",35
"6263",23
"6264",35
"6265",47
"6266",18
"6267",15
"6268",22
"6269",29
"6270",74
"6271",40
"6272",15
"6273",23
"6274",35
"6275",23
"6276",70
"6277",75
"6278",23
"6279",35
"6280",36
"6281",27
"6282",31
"6283",27
"6284",22
"6285",18
"6286",45
"6287",21
"6288",40
"6289",34
"6290",18
"6291",21
"6292",22
"6293",15
"6294",23
"6295",51
"6296",32
"6297",32
"6298",20
"6299",30
"6300",23
"6301",51
"6302",48
"6303",80
"6304",65
"6305",43
"6306",41
"6307",49
"6308",22
"6309",144
"6310",21
"6311",29
"6312",101
"6313",19
"6314",28
"6315",37
"6316",65
"6317",20
"6318",43
"6319",37
"6320",40
"6321",51
"6322",23
"6323",49
"6324",23
"6325",32
"6326",57
"6327",35
"6328",34
"6329",25
"6330",137
"6331",37
"6332",22
"6333",22
"6334",42
"6335",17
"6336",39
"6337",63
"6338",18
"6339",31
"6340",27
"6341",23
"6342",55
"6343",50
"6344",21
"6345",16
"6346",75
"6347",38
"6348",93
"6349",67
"6350",67
"6351",31
"6352",28
"6353",22
"6354",34
"6355",27
"6356",20
"6357",21
"6358",63
"6359",18
"6360",46
"6361",39
"6362",17
"6363",38
"6364",42
"6365",57
"6366",67
"6367",23
"6368",23
"6369",29
"6370",34
"6371",46
"6372",57
"6373",80
"6374",72
"6375",40
"6376",40
"6377",33
"6378",31
"6379",16
"6380",16
"6381",99
"6382",33
"6383",15
"6384",26
"6385",25
"6386",42
"6387",16
"6388",61
"6389",20
"6390",29
"6391",48
"6392",15
"6393",22
"6394",80
"6395",37
"6396",31
"6397",17
"6398",24
"6399",51
"6400",24
"6401",45
"6402",33
"6403",27
"6404",23
"6405",18
"6406",35
"6407",16
"6408",20
"6409",18
"6410",17
"6411",16
"6412",35
"6413",20
"6414",53
"6415",27
"6416",48
"6417",45
"6418",60
"6419",56
"6420",32
"6421",23
"6422",43
"6423",19
"6424",47
"6425",48
"6426",24
"6427",20
"6428",43
"6429",27
"6430",55
"6431",41
"6432",31
"6433",29
"6434",37
"6435",44
"6436",43
"6437",25
"6438",22
